date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
13-12-29,Chargers,Chiefs,-9.5,27,24,1.0,4.0,0.6,4.0,1.0,1.8,-1,,
13-12-29,Colts,Jaguars,-11.0,30,10,-4.0,2.0,-1.8,0.0,-3.0,-10.3,-4,Jaguars,L
13-12-29,Cowboys,Eagles,6.5,22,24,1.0,1.0,2.1,-1.0,1.0,3.3,3,Cowboys,W
13-12-29,Dolphins,Jets,-6.0,7,20,1.0,3.0,0.0,-2.0,2.0,-3.4,1,,
13-12-29,Falcons,Panthers,6.5,20,21,2.0,-3.0,-2.8,-1.0,4.0,5.0,3,Falcons,W
13-12-29,Giants,Redskins,-3.5,20,6,-1.0,-3.0,-1.5,-1.0,-5.0,-4.6,-1,,
13-12-29,Patriots,Bills,-9.0,34,20,-4.0,-1.0,2.7,-1.0,1.0,-4.7,1,,
13-12-29,Raiders,Broncos,12.0,14,34,-1.0,-1.0,-5.9,-2.0,5.0,7.9,1,,
13-12-29,Saints,Buccaneers,-12.5,42,17,1.0,0.0,5.7,-0.0,-3.0,-2.7,-1,,
13-12-29,Seahawks,Rams,-11.0,27,9,-2.0,5.0,9.1,0.0,-1.0,-2.0,-2,,
13-12-29,Steelers,Browns,-7.0,20,7,-0.0,1.0,-1.2,2.0,-3.0,-3.2,-4,Browns,L
13-12-29,Titans,Texans,-7.0,16,10,-0.0,-0.0,-2.7,2.0,-10.0,-5.0,-3,Texans,W
13-12-29,Vikings,Lions,-3.0,14,13,3.0,1.0,-3.2,1.0,-5.0,4.4,-3,Lions,W
14-01-04,Colts,Chiefs,-2.5,45,44,-2.0,3.0,-3.1,-1.0,2.0,-1.5,-1,,
14-01-04,Eagles,Saints,-2.5,24,26,-2.0,0.0,5.8,-1.0,1.0,6.8,0,,
14-01-05,Bengals,Chargers,-7.0,10,27,1.0,5.0,4.5,1.0,3.0,2.8,-1,,
14-01-05,Packers,49ers,2.5,20,23,-0.0,-4.0,2.0,-2.0,5.0,5.6,2,,
14-01-11,Patriots,Colts,-7.5,43,22,1.0,0.0,2.2,3.0,2.0,-3.2,0,,
14-01-11,Seahawks,Saints,-8.5,23,15,-2.0,6.0,7.7,2.0,2.0,6.7,-3,Saints,W
14-01-12,Broncos,Chargers,-10.0,24,17,-1.0,6.0,8.0,-4.0,4.0,1.6,-1,,
14-01-12,Panthers,49ers,2.0,10,23,1.0,3.0,6.3,1.0,6.0,6.5,1,,
14-01-19,Broncos,Patriots,-5.5,26,16,2.0,5.0,8.5,-4.0,1.0,1.7,3,Broncos,W
14-01-19,Seahawks,49ers,-3.5,23,17,-1.0,6.0,9.8,-2.0,7.0,7.9,-1,,
14-02-02,Broncos,Seahawks,-2.5,8,43,0.0,6.0,6.5,-2.0,7.0,9.2,0,,
