date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
17-01-01,Buccaneers,Panthers,-6.5,17,16,2.0,3.0,1.2,2.0,-5.0,-1.9,-3,Panthers,W
17-01-01,Jets,Bills,6.0,30,10,4.0,-4.0,-5.8,-1.0,-1.0,-0.7,3,Jets,W
17-01-01,Falcons,Saints,-7.0,38,32,-2.0,5.0,4.4,-2.0,4.0,1.4,-1,,
17-01-01,49ers,,9.5,23,25,-0.0,-6.0,-6.2,0.0,-1.0,6.7,-1,,
17-01-01,Rams,Cardinals,6.0,6,44,0.0,-5.0,-5.0,-0.0,-5.0,1.1,-1,,
17-01-01,Eagles,Cowboys,-6.0,27,13,-2.0,-1.0,-2.1,-2.0,5.0,5.7,1,,
17-01-01,Broncos,Raiders,-2.5,24,6,2.0,1.0,2.0,-3.0,5.0,1.8,1,,
17-01-01,Lions,Packers,3.0,24,31,2.0,1.0,1.2,-2.0,-1.0,3.2,1,,
17-01-01,Colts,Jaguars,-4.5,24,20,3.0,0.0,-0.1,0.0,-1.0,-6.0,1,,
17-01-01,,Browns,-7.0,27,24,1.0,3.0,4.0,-1.0,-6.0,-9.7,1,,
17-01-01,Bengals,Ravens,-2.5,27,10,1.0,-6.0,-2.1,-1.0,0.0,1.7,2,,
17-01-01,Titans,Texans,-3.0,24,17,-0.0,-1.0,1.0,-1.0,-1.0,-2.8,2,,
17-01-07,,Lions,-8.5,26,6,-2.0,-2.0,5.5,1.0,0.0,-2.3,-2,,
17-01-07,Texans,Raiders,-4.0,27,14,-0.0,-2.0,0.7,2.0,4.0,3.3,0,,
17-01-08,,Dolphins,-12.0,30,12,-3.0,2.0,1.1,2.0,2.0,-2.6,-3,Dolphins,L
17-01-08,Packers,Giants,-5.5,38,13,-1.0,0.0,3.8,-3.0,3.0,0.2,0,,
17-01-14,Falcons,Seahawks,-6.0,36,20,-1.0,4.0,2.7,0.0,-1.0,4.1,-4,Seahawks,L
17-01-14,Patriots,Texans,-16.5,34,16,-2.0,8.0,6.8,-3.0,-1.0,2.6,-3,Texans,L
17-01-15,Cowboys,Packers,-5.0,31,34,2.0,4.0,0.2,-2.0,1.0,4.0,1,,
17-01-15,Chiefs,,-1.0,16,18,-1.0,3.0,5.8,-1.0,3.0,3.1,1,,
17-01-22,Patriots,,-6.0,36,17,0.0,9.0,11.3,-1.0,4.0,5.4,0,,
17-01-22,Falcons,Packers,-4.0,44,21,-2.0,5.0,5.7,-0.0,2.0,1.5,0,,
17-02-05,Falcons,Patriots,3.0,28,34,-2.0,6.0,4.2,-2.0,10.0,10.1,-1,,
